customerId,recommendedProducts
2221,2|1|15|20|82|7|178|25|21|8|2|1|15|20|82|7|178|25|21|8|2|1|15|20|82|7|178|25|21|8
2222,21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3|21|194|15|20|5|166|47|33|16|3
2223,72|19|60|2|33|17|59|47|16|103
2225,40|12|253|107|76|0|28|88|169|16|40|12|253|107|76|0|28|88|169|16
2226,146|1|238|2|0|15|39|86|14|23
2227,0|5|21|15|7|8|16|25|9|166|0|5|21|15|7|8|16|25|9|166|0|5|21|15|7|8|16|25|9|166|0|5|21|15|7|8|16|25|9|166|0|5|21|15|7|8|16|25|9|166|0|5|21|15|7|8|16|25|9|166
2228,2|7|1|46|47|209|70|148|15|82
2229,2|5|111|1|14|7|33|77|47|15|2|5|111|1|14|7|33|77|47|15
2230,8|38|48|36|194|87|2|1|173|6|8|38|48|36|194|87|2|1|173|6|8|38|48|36|194|87|2|1|173|6
2231,1|5|20|16|12|119|7|14|8|21|1|5|20|16|12|119|7|14|8|21|1|5|20|16|12|119|7|14|8|21|1|5|20|16|12|119|7|14|8|21|1|5|20|16|12|119|7|14|8|21
2232,14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19|14|1|5|33|8|21|3|15|17|19
2233,15|2|170|1|75|74|13|14|181|164|15|2|170|1|75|74|13|14|181|164
2234,68|2|193|14|1|5|47|17|8|15|68|2|193|14|1|5|47|17|8|15|68|2|193|14|1|5|47|17|8|15|68|2|193|14|1|5|47|17|8|15|68|2|193|14|1|5|47|17|8|15
2235,2|21|1|82|187|33|5|8|15|14|2|21|1|82|187|33|5|8|15|14|2|21|1|82|187|33|5|8|15|14
2236,2|0|21|20|31|7|33|9|61|17|2|0|21|20|31|7|33|9|61|17|2|0|21|20|31|7|33|9|61|17|2|0|21|20|31|7|33|9|61|17|2|0|21|20|31|7|33|9|61|17
2237,2|8|1|48|70|36|20|82|173|14|2|8|1|48|70|36|20|82|173|14|2|8|1|48|70|36|20|82|173|14|2|8|1|48|70|36|20|82|173|14|2|8|1|48|70|36|20|82|173|14|2|8|1|48|70|36|20|82|173|14
2238,2|1|47|21|14|5|15|8|94|41|2|1|47|21|14|5|15|8|94|41|2|1|47|21|14|5|15|8|94|41|2|1|47|21|14|5|15|8|94|41|2|1|47|21|14|5|15|8|94|41
2239,1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36|1|2|8|20|25|21|164|5|13|36
2240,1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20|1|8|5|47|19|17|61|33|38|20
2241,187|2|1|47|21|59|15|14|19|223|187|2|1|47|21|59|15|14|19|223|187|2|1|47|21|59|15|14|19|223|187|2|1|47|21|59|15|14|19|223
2242,11|29|2|107|21|31|0|147|15|7|11|29|2|107|21|31|0|147|15|7|11|29|2|107|21|31|0|147|15|7
2243,107|1|21|14|8|15|9|61|5|47|107|1|21|14|8|15|9|61|5|47|107|1|21|14|8|15|9|61|5|47
2244,2|133|1|14|7|48|13|4|0|20
2245,1|14|11|23|19|0|15|29|20|8|1|14|11|23|19|0|15|29|20|8|1|14|11|23|19|0|15|29|20|8|1|14|11|23|19|0|15|29|20|8|1|14|11|23|19|0|15|29|20|8|1|14|11|23|19|0|15|29|20|8
2246,16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19|16|20|21|7|15|8|31|12|61|19
2247,1|21|14|148|20|8|0|5|94|55|1|21|14|148|20|8|0|5|94|55|1|21|14|148|20|8|0|5|94|55|1|21|14|148|20|8|0|5|94|55|1|21|14|148|20|8|0|5|94|55
2248,2|1|14|5|50|21|20|8|45|77
2249,221|2|1|15|14|173|8|31|21|39|221|2|1|15|14|173|8|31|21|39|221|2|1|15|14|173|8|31|21|39
2250,253|218|70|169|62|188|67|245|2|201|253|218|70|169|62|188|67|245|2|201|253|218|70|169|62|188|67|245|2|201
2251,2|21|138|15|70|11|61|1|62|148|2|21|138|15|70|11|61|1|62|148|2|21|138|15|70|11|61|1|62|148|2|21|138|15|70|11|61|1|62|148|2|21|138|15|70|11|61|1|62|148
2252,38|79|36|49|194|2|166|15|44|261
2253,16|2|82|92|8|211|70|20|14|173|16|2|82|92|8|211|70|20|14|173
2254,2|1|181|154|47|15|26|149|9|7|2|1|181|154|47|15|26|149|9|7|2|1|181|154|47|15|26|149|9|7|2|1|181|154|47|15|26|149|9|7|2|1|181|154|47|15|26|149|9|7
2255,87|1|2|7|6|13|33|68|8|9|87|1|2|7|6|13|33|68|8|9|87|1|2|7|6|13|33|68|8|9|87|1|2|7|6|13|33|68|8|9|87|1|2|7|6|13|33|68|8|9
2256,2|1|21|82|148|8|33|14|136|38|2|1|21|82|148|8|33|14|136|38|2|1|21|82|148|8|33|14|136|38|2|1|21|82|148|8|33|14|136|38
2258,1|17|21|33|15|8|20|47|3|16|1|17|21|33|15|8|20|47|3|16|1|17|21|33|15|8|20|47|3|16|1|17|21|33|15|8|20|47|3|16|1|17|21|33|15|8|20|47|3|16|1|17|21|33|15|8|20|47|3|16
2259,145|275|20|25|2|21|96|64|253|12|145|275|20|25|2|21|96|64|253|12
2260,1|2|30|7|44|5|47|3|148|36
2261,1|2|298|91|8|38|148|243|15|61|1|2|298|91|8|38|148|243|15|61
2262,2|21|61|31|19|5|13|8|33|72|2|21|61|31|19|5|13|8|33|72|2|21|61|31|19|5|13|8|33|72|2|21|61|31|19|5|13|8|33|72|2|21|61|31|19|5|13|8|33|72|2|21|61|31|19|5|13|8|33|72
2264,1|31|179|284|6|132|182|131|74|13
2265,62|70|20|2|188|13|281|1|67|51|62|70|20|2|188|13|281|1|67|51|62|70|20|2|188|13|281|1|67|51|62|70|20|2|188|13|281|1|67|51
2266,2|1|15|14|20|0|94|97|136|7|2|1|15|14|20|0|94|97|136|7|2|1|15|14|20|0|94|97|136|7|2|1|15|14|20|0|94|97|136|7|2|1|15|14|20|0|94|97|136|7
2267,2|5|33|31|0|21|11|95|61|23|2|5|33|31|0|21|11|95|61|23|2|5|33|31|0|21|11|95|61|23|2|5|33|31|0|21|11|95|61|23|2|5|33|31|0|21|11|95|61|23
2268,33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31|33|17|21|7|20|9|56|16|0|31
2269,2|94|210|245|149|192|21|148|18|41|2|94|210|245|149|192|21|148|18|41|2|94|210|245|149|192|21|148|18|41|2|94|210|245|149|192|21|148|18|41|2|94|210|245|149|192|21|148|18|41
2270,68|193|269|2|14|215|162|17|47|167
2271,1|21|2|82|0|16|61|31|85|17|1|21|2|82|0|16|61|31|85|17|1|21|2|82|0|16|61|31|85|17
2272,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
2273,2|21|14|0|8|55|20|15|33|12|2|21|14|0|8|55|20|15|33|12|2|21|14|0|8|55|20|15|33|12|2|21|14|0|8|55|20|15|33|12|2|21|14|0|8|55|20|15|33|12
2274,75|58|90|236|10|204|7|59|166|51|75|58|90|236|10|204|7|59|166|51
2275,2|1|9|5|25|23|64|131|8|63|2|1|9|5|25|23|64|131|8|63|2|1|9|5|25|23|64|131|8|63
2277,2|1|14|5|47|7|21|13|9|92|2|1|14|5|47|7|21|13|9|92|2|1|14|5|47|7|21|13|9|92|2|1|14|5|47|7|21|13|9|92
2278,34|2|1|13|8|20|164|15|0|148|34|2|1|13|8|20|164|15|0|148|34|2|1|13|8|20|164|15|0|148|34|2|1|13|8|20|164|15|0|148|34|2|1|13|8|20|164|15|0|148
2279,139|1|63|50|2|5|20|131|142|13|139|1|63|50|2|5|20|131|142|13|139|1|63|50|2|5|20|131|142|13
2280,2|1|15|21|5|136|152|14|148|8|2|1|15|21|5|136|152|14|148|8|2|1|15|21|5|136|152|14|148|8|2|1|15|21|5|136|152|14|148|8|2|1|15|21|5|136|152|14|148|8|2|1|15|21|5|136|152|14|148|8
2281,5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12|5|21|14|33|0|15|8|31|47|12
2282,79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5|79|36|194|1|14|20|15|21|44|5
2283,33|21|2|0|7|15|56|9|20|14|33|21|2|0|7|15|56|9|20|14|33|21|2|0|7|15|56|9|20|14|33|21|2|0|7|15|56|9|20|14|33|21|2|0|7|15|56|9|20|14|33|21|2|0|7|15|56|9|20|14
2284,85|2|1|187|49|89|5|15|8|14|85|2|1|187|49|89|5|15|8|14|85|2|1|187|49|89|5|15|8|14
2285,1|7|2|38|13|4|57|8|77|99|1|7|2|38|13|4|57|8|77|99|1|7|2|38|13|4|57|8|77|99|1|7|2|38|13|4|57|8|77|99
2286,2|1|8|15|14|38|21|5|20|148|2|1|8|15|14|38|21|5|20|148|2|1|8|15|14|38|21|5|20|148|2|1|8|15|14|38|21|5|20|148
2287,29|23|107|2|67|188|70|62|114|138|29|23|107|2|67|188|70|62|114|138|29|23|107|2|67|188|70|62|114|138
2288,2|1|11|29|107|0|38|8|20|138|2|1|11|29|107|0|38|8|20|138|2|1|11|29|107|0|38|8|20|138
2289,1|21|7|2|33|15|178|9|72|101|1|21|7|2|33|15|178|9|72|101|1|21|7|2|33|15|178|9|72|101|1|21|7|2|33|15|178|9|72|101|1|21|7|2|33|15|178|9|72|101
2290,1|14|8|97|15|33|20|148|9|61|1|14|8|97|15|33|20|148|9|61|1|14|8|97|15|33|20|148|9|61
2292,68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167|68|2|14|269|193|1|5|215|162|167
2293,0|10|13|1|26|2|271|47|182|38|0|10|13|1|26|2|271|47|182|38
2294,114|2|7|47|5|21|33|13|30|20|114|2|7|47|5|21|33|13|30|20|114|2|7|47|5|21|33|13|30|20|114|2|7|47|5|21|33|13|30|20|114|2|7|47|5|21|33|13|30|20
2295,269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0|269|2|1|162|14|5|47|7|19|0
2297,1|2|7|8|15|9|51|138|114|33|1|2|7|8|15|9|51|138|114|33|1|2|7|8|15|9|51|138|114|33|1|2|7|8|15|9|51|138|114|33
2298,0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12|0|20|17|5|8|13|31|148|33|12
2299,14|8|0|5|3|33|13|20|21|31|14|8|0|5|3|33|13|20|21|31|14|8|0|5|3|33|13|20|21|31|14|8|0|5|3|33|13|20|21|31|14|8|0|5|3|33|13|20|21|31
2300,8|38|2|48|194|1|15|21|180|166|8|38|2|48|194|1|15|21|180|166|8|38|2|48|194|1|15|21|180|166
2302,2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31|2|1|0|21|170|82|17|56|148|31
2303,2|114|1|8|21|148|33|11|38|164|2|114|1|8|21|148|33|11|38|164
2304,173|82|1|20|15|24|9|50|2|46
2305,1|2|24|5|20|8|17|133|33|31|1|2|24|5|20|8|17|133|33|31|1|2|24|5|20|8|17|133|33|31
2306,2|150|14|44|25|45|8|64|82|36|2|150|14|44|25|45|8|64|82|36
2307,2|1|8|82|38|13|20|7|0|15|2|1|8|82|38|13|20|7|0|15|2|1|8|82|38|13|20|7|0|15|2|1|8|82|38|13|20|7|0|15|2|1|8|82|38|13|20|7|0|15
2308,220|83|246|10|6|245|226|87|18|1|220|83|246|10|6|245|226|87|18|1
2309,5|2|61|76|33|21|7|1|8|31|5|2|61|76|33|21|7|1|8|31|5|2|61|76|33|21|7|1|8|31
2310,1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13|1|14|44|148|47|61|20|62|17|13
2311,224|11|2|8|175|12|23|92|9|62
2312,9|105|1|2|14|50|56|211|57|101|9|105|1|2|14|50|56|211|57|101|9|105|1|2|14|50|56|211|57|101|9|105|1|2|14|50|56|211|57|101
2313,38|79|36|2|21|82|15|1|78|173|38|79|36|2|21|82|15|1|78|173
2314,23|2|29|0|107|5|82|31|61|21|23|2|29|0|107|5|82|31|61|21|23|2|29|0|107|5|82|31|61|21
2315,2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33|2|48|1|21|79|15|47|35|14|33
2317,2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33|2|188|138|8|20|0|21|82|15|33
2318,1|2|12|82|39|28|5|7|17|21|1|2|12|82|39|28|5|7|17|21
2320,185|2|148|187|1|14|5|55|25|21|185|2|148|187|1|14|5|55|25|21
2321,114|47|67|2|11|138|46|164|264|29|114|47|67|2|11|138|46|164|264|29
2322,48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94|48|38|1|14|36|5|20|21|7|94
2323,1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19|1|8|15|152|47|17|5|61|167|19
2324,1|14|148|11|39|20|8|38|17|5|1|14|148|11|39|20|8|38|17|5|1|14|148|11|39|20|8|38|17|5|1|14|148|11|39|20|8|38|17|5|1|14|148|11|39|20|8|38|17|5
2325,48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25|48|38|36|79|14|20|1|61|44|25
2326,2|8|38|20|9|14|1|70|240|48|2|8|38|20|9|14|1|70|240|48|2|8|38|20|9|14|1|70|240|48|2|8|38|20|9|14|1|70|240|48|2|8|38|20|9|14|1|70|240|48|2|8|38|20|9|14|1|70|240|48
2327,21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12|21|0|15|5|61|8|20|9|31|12
2328,2|1|224|5|8|92|21|12|7|62|2|1|224|5|8|92|21|12|7|62|2|1|224|5|8|92|21|12|7|62|2|1|224|5|8|92|21|12|7|62
2329,70|1|62|138|116|21|33|2|20|17|70|1|62|138|116|21|33|2|20|17|70|1|62|138|116|21|33|2|20|17
2330,85|185|82|2|223|62|8|13|1|19|85|185|82|2|223|62|8|13|1|19
2331,20|73|7|2|178|4|14|245|1|142
2332,8|194|261|2|166|82|173|15|61|1|8|194|261|2|166|82|173|15|61|1|8|194|261|2|166|82|173|15|61|1
2333,2|1|85|49|92|148|8|25|19|38|2|1|85|49|92|148|8|25|19|38
2334,2|249|62|51|42|1|283|92|7|133|2|249|62|51|42|1|283|92|7|133
2335,2|48|5|38|36|14|21|35|31|33|2|48|5|38|36|14|21|35|31|33|2|48|5|38|36|14|21|35|31|33|2|48|5|38|36|14|21|35|31|33|2|48|5|38|36|14|21|35|31|33
2336,1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16|1|14|20|5|15|21|38|48|33|16
2337,275|146|1|2|0|15|39|175|145|238|275|146|1|2|0|15|39|175|145|238
2338,8|48|1|194|5|15|82|21|14|9|8|48|1|194|5|15|82|21|14|9|8|48|1|194|5|15|82|21|14|9|8|48|1|194|5|15|82|21|14|9|8|48|1|194|5|15|82|21|14|9
2339,38|194|2|261|1|173|44|166|20|82|38|194|2|261|1|173|44|166|20|82
2340,1|48|38|36|15|34|61|20|47|94|1|48|38|36|15|34|61|20|47|94|1|48|38|36|15|34|61|20|47|94|1|48|38|36|15|34|61|20|47|94|1|48|38|36|15|34|61|20|47|94
2341,1|2|15|51|192|152|7|78|94|153|1|2|15|51|192|152|7|78|94|153|1|2|15|51|192|152|7|78|94|153|1|2|15|51|192|152|7|78|94|153
2342,1|33|14|13|17|15|8|61|76|44|1|33|14|13|17|15|8|61|76|44|1|33|14|13|17|15|8|61|76|44|1|33|14|13|17|15|8|61|76|44|1|33|14|13|17|15|8|61|76|44
2343,188|62|116|67|138|82|173|92|2|114
2344,114|2|47|5|1|14|33|111|15|7
2345,2|31|0|21|5|20|7|89|47|33|2|31|0|21|5|20|7|89|47|33|2|31|0|21|5|20|7|89|47|33
2346,1|2|35|44|15|5|13|100|92|51|1|2|35|44|15|5|13|100|92|51|1|2|35|44|15|5|13|100|92|51
2347,1|2|133|13|7|0|63|280|131|4|1|2|133|13|7|0|63|280|131|4
2348,20|2|8|16|1|172|175|48|89|40|20|2|8|16|1|172|175|48|89|40
2349,175|81|2|1|114|5|70|143|25|20
2350,127|2|14|82|138|25|15|135|44|20|127|2|14|82|138|25|15|135|44|20
2351,1|2|21|11|135|61|152|15|17|47|1|2|21|11|135|61|152|15|17|47
2352,2|275|15|145|21|8|186|11|20|9|2|275|15|145|21|8|186|11|20|9|2|275|15|145|21|8|186|11|20|9|2|275|15|145|21|8|186|11|20|9|2|275|15|145|21|8|186|11|20|9
2353,246|8|2|48|9|38|31|36|7|21|246|8|2|48|9|38|31|36|7|21|246|8|2|48|9|38|31|36|7|21|246|8|2|48|9|38|31|36|7|21
2354,5|2|47|14|111|1|33|21|60|15
2355,221|2|1|13|5|9|8|14|24|4|221|2|1|13|5|9|8|14|24|4|221|2|1|13|5|9|8|14|24|4
2356,22|46|3|204|20|235|209|98|8|293
2357,2|33|14|21|47|0|19|16|15|61|2|33|14|21|47|0|19|16|15|61|2|33|14|21|47|0|19|16|15|61
2358,2|1|14|173|21|134|44|181|47|61|2|1|14|173|21|134|44|181|47|61|2|1|14|173|21|134|44|181|47|61|2|1|14|173|21|134|44|181|47|61|2|1|14|173|21|134|44|181|47|61|2|1|14|173|21|134|44|181|47|61
2359,68|2|195|19|21|5|135|162|82|106
2360,67|62|138|116|2|82|1|47|173|94|67|62|138|116|2|82|1|47|173|94
2362,2|8|48|36|21|5|20|82|194|44|2|8|48|36|21|5|20|82|194|44|2|8|48|36|21|5|20|82|194|44
2363,1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20|1|2|38|79|7|12|48|5|44|20
2365,1|14|8|11|61|9|258|21|110|5|1|14|8|11|61|9|258|21|110|5|1|14|8|11|61|9|258|21|110|5|1|14|8|11|61|9|258|21|110|5|1|14|8|11|61|9|258|21|110|5|1|14|8|11|61|9|258|21|110|5
2366,14|1|5|33|21|15|47|8|0|19|14|1|5|33|21|15|47|8|0|19|14|1|5|33|21|15|47|8|0|19|14|1|5|33|21|15|47|8|0|19
2367,34|8|175|211|148|2|145|67|13|9
2368,82|173|8|2|48|157|36|135|20|38
2369,82|173|8|2|48|157|36|135|20|38|82|173|8|2|48|157|36|135|20|38
2371,14|1|3|33|15|21|8|47|5|20
2372,80|46|2|33|0|21|47|11|15|55|80|46|2|33|0|21|47|11|15|55|80|46|2|33|0|21|47|11|15|55|80|46|2|33|0|21|47|11|15|55|80|46|2|33|0|21|47|11|15|55|80|46|2|33|0|21|47|11|15|55
2374,188|116|62|138|82|2|1|173|47|38|188|116|62|138|82|2|1|173|47|38
2375,2|5|1|14|82|47|21|291|7|111|2|5|1|14|82|47|21|291|7|111|2|5|1|14|82|47|21|291|7|111
2376,2|0|21|61|5|39|15|82|20|8|2|0|21|61|5|39|15|82|20|8|2|0|21|61|5|39|15|82|20|8|2|0|21|61|5|39|15|82|20|8
2377,2|1|21|5|16|20|159|162|15|12|2|1|21|5|16|20|159|162|15|12|2|1|21|5|16|20|159|162|15|12|2|1|21|5|16|20|159|162|15|12|2|1|21|5|16|20|159|162|15|12
2378,234|269|25|92|73|1|5|16|20|8
2379,10|75|1|7|0|90|70|138|2|21|10|75|1|7|0|90|70|138|2|21|10|75|1|7|0|90|70|138|2|21|10|75|1|7|0|90|70|138|2|21|10|75|1|7|0|90|70|138|2|21|10|75|1|7|0|90|70|138|2|21
2380,2|21|0|15|61|20|31|12|5|9|2|21|0|15|61|20|31|12|5|9|2|21|0|15|61|20|31|12|5|9
2381,185|1|14|187|33|21|219|15|3|59|185|1|14|187|33|21|219|15|3|59|185|1|14|187|33|21|219|15|3|59
2382,267|14|203|132|1|30|9|148|36|2
2383,1|2|12|72|20|13|18|5|100|19
2384,1|20|7|173|2|13|253|169|73|16|1|20|7|173|2|13|253|169|73|16|1|20|7|173|2|13|253|169|73|16
2385,66|0|2|28|201|234|120|114|144|1
2386,2|8|20|5|21|61|7|4|31|9|2|8|20|5|21|61|7|4|31|9|2|8|20|5|21|61|7|4|31|9
2387,2|5|1|21|33|8|19|14|15|106
2388,2|1|233|13|8|20|25|14|73|7|2|1|233|13|8|20|25|14|73|7|2|1|233|13|8|20|25|14|73|7|2|1|233|13|8|20|25|14|73|7
2389,138|2|82|1|7|20|15|188|116|8|138|2|82|1|7|20|15|188|116|8|138|2|82|1|7|20|15|188|116|8|138|2|82|1|7|20|15|188|116|8|138|2|82|1|7|20|15|188|116|8
2390,48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21|48|38|2|36|79|194|1|15|20|21
2391,2|8|20|252|1|7|14|48|12|9|2|8|20|252|1|7|14|48|12|9
2392,2|74|75|294|73|1|87|90|15|144
2394,28|192|65|244|2|1|13|5|86|178|28|192|65|244|2|1|13|5|86|178
2395,36|173|261|2|82|166|44|21|15|14|36|173|261|2|82|166|44|21|15|14
2396,13|2|258|7|9|24|77|237|1|133|13|2|258|7|9|24|77|237|1|133|13|2|258|7|9|24|77|237|1|133|13|2|258|7|9|24|77|237|1|133|13|2|258|7|9|24|77|237|1|133|13|2|258|7|9|24|77|237|1|133
